id,upc,maquina_id,Material,multiplicador,multiplicador_socio,texto,descargada,cancelado,created_at,updated_at,deleted_at,imagen,active
ID8480024761040,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 1/500 LTR 1/2 PALET,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480007401024,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 1/500 LTR 1/2 PALET,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID0000084116369,84116369,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FUENSANTA 50CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID84116369,84116369,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FUENSANTA 50CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411630502215,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FUENSANTA 50CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547000603,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 5 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547000606,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 5 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547210456,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547210449,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547210463,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024760814,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 500ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8429359000509,8430000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 500ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024761354,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 500ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480007400065,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 500ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024761002,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 500ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480007400034,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 5 LTR 1/2 PALET,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024760852,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 5 LTR 1/2 PALET,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480007400072,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 5 LTR 1/2 PALET,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024761088,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 5 LTR 1/2 PALET,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547001504,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547001085,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547211033,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547011503,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8425561010039,8430000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CUEVAS MINERAL 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8425561180015,8430000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CUEVAS MINERAL 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8425561010206,8430000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CUEVAS MINERAL 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8425561010077,8430000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CUEVAS MINERAL 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055200010,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FONT VELLA 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055150018,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FONT VELLA 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055150070,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FONT VELLA 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055050028,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FONT VELLA 50 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055050066,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FONT VELLA 50 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055050011,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FONT VELLA 50 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8412381150021,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA MINERAL CORCONTE 1/500 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055501131,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FONT VELLA 6/250 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID28480024761082,28500000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 5 LTR. PACK 2,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024761286,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 5 LTR. PACK 2,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000084569,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA MINERAL AQUABONA 2/500,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID3700123300175,3700000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA AQUAREL NESTLE 5 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID3700123300021,3700000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA AQUAREL NESTLE 1/500,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID3700123300014,3700000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA AQUAREL NESTLE 1/500,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410128160074,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA BEZOYA 5 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411547001061,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA SOLAN CABRAS 50CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID3700123300137,3700000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA AQUAREL NESTLE 33CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055620016,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FONT VELLA 75 CL TAPON SPORT,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8425561010053,8430000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CUEVAS TAPON SPORT KIDS 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8425561010213,8430000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CUEVAS TAPON SPORT KIDS 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411902004034,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CABREIROA 50 CL TAPON SPORT,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024760869,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA 0.33 CL TAPON SPORT,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411902007035,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CABREIROA TAPON SPORT 33 CL.,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411902007066,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CABREIROA TAPON SPORT 33 CL.,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID7613037064131,7610000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA AQUAREL MR.WONDERFUL LTR.,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8425561010107,8430000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CUEVAS LTR.,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID3700123300380,3700000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA AQUAREL 50 CL.SPORT,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID3700123302681,3700000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA AQUAREL 50 CL.SPORT,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410128774851,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA BEZOYA BAG IN BOX 8 LTR.,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411902009022,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CABREIROA BAG IN BOX 8 L.,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411902009015,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CABREIROA BAG IN BOX 8 L.,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8437019978020,8440000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Brick,12.5,25,AGUA NATURAL SOMIEDO BRICK LITRO,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055800005,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CUEVAS MINERAL 50 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8425561010022,8430000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA CUEVAS MINERAL 50 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055033014,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA FONT VELLA PET 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411630400122,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,FUENSANTA GAS NARANJA LTR.,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8411630400115,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,FUENSANTA GAS LIMON LTR.,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055831115,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,"AGUA FONT VELLA LIMON 1,250 LTR",0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055831146,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,"AGUA FONT VELLA MANZANA 1,250 LTR",0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055882216,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,FONT VELLA LEVITE PIÑA 1/250 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055886009,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,FONT VELLA LEVITE PIÑA 1/250 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024761248,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA LIMON 1/500,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024761071,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA LIMON 1/500,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024761057,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,AGUA ALTEZA LIMON 1/500,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055885101,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,FONT VELLA LEVITE LIMON 1/250 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055885705,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,FONT VELLA LEVITE NARANJA 1/250,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID84710055885132,84700000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,FONT VELLA LEVITÉ LIMON ZERO 1/250,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410055885132,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,FONT VELLA LEVITÉ LIMON ZERO 1/250,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID4060800161475,4060000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,PEPSI LATA 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID40608006,40608006,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,PEPSI LATA 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID0000040608006,40608006,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,PEPSI LATA 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410494300050,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,PEPSI LATA 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID87170160,87170160,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA LATA MINI 6X200 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000278821,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA LATA MINI 6X200 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID0000087170160,87170160,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA LATA MINI 6X200 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID4060800161567,4060000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA LATA MINI 6X200 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID4060800149244,4060000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,"PEPSI 1,75 LITROS",0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID4060800001771,4060000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,"PEPSI 1,75 LITROS",0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410494301361,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,"PEPSI 1,75 LITROS",0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000224460,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA ZERO LATA MINI 6X200 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410283318259,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA ZERO LATA MINI 6X200 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024834621,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,REFRESCO ALTEZA COLA 2 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480007480036,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,REFRESCO ALTEZA COLA 2 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8480024834522,8480000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,REFRESCO ALTEZA COLA 2 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID0000087177275,87177275,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA ZERO/ZERO PET 500 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000201935,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA ZERO/ZERO PET 500 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID87177275,87177275,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA ZERO/ZERO PET 500 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000000996,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA LATA 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000050205,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA LIGHT LATA 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000000774,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA SIN CAFEINA LATA 33,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000081650,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA LIGTH 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000183118,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA LIGTH 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000020765,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA LIGTH 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000174147,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA SIN CAFEINA 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000015846,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA SIN CAFEINA 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000000880,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA SIN CAFEINA 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000183217,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA SIN CAFEINA 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000183057,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000174116,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000000286,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000009067,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID7591127103604,7590000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA 2 LITROS,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID4060800149183,4060000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,"PEPSI LIGTH 1,75 LITROS",0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410494301378,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,"PEPSI LIGTH 1,75 LITROS",0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID4060800002242,4060000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,"PEPSI LIGTH 1,75 LITROS",0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID0000054491472,54491472,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA PET 500 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID54491472,54491472,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA PET 500 ML,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000183187,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA ZERO 2 LTR.PACK-2,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000136336,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA ZERO 2 LTR.PACK-2,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000174260,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA ZERO 2 LTR.PACK-2,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000055200,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA 33 CL P.12,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5000112525854,5000000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA 33 CL P.12,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000000385,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA LIGHT LATA 33 CL.P.12,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5000112527179,5000000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA LIGHT LATA 33 CL.P.12,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000040398,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA LIGHT LATA 33 CL.P.12,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5000112532364,5000000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA LIGHT 2 LTR.PACK-2 UND,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000059352,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA LIGHT 2 LTR.PACK-2 UND,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5000112575316,5000000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA LIGHT 2 LTR.PACK-2 UND,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000183132,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA LIGHT 2 LTR.PACK-2 UND,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000174239,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA LIGHT 2 LTR.PACK-2 UND,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5000112582017,5000000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA LIGHT 2 LTR.PACK-2 UND,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000169327,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA ZERO ZERO LATA 33 CL,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000183279,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA ZERO ZERO 2 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000177551,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA ZERO ZERO 2 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID8410408013489,8410000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA ZERO ZERO 2 LTR,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000133342,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA ZERO LATA 33 CL.P.12,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5000112549829,5000000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Lata,25,50,COCA COLA ZERO LATA 33 CL.P.12,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000034298,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA 2 LITROS PACK-2 UND,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID0000000055032,55032,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA 2 LITROS PACK-2 UND,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
ID5449000021298,5450000000000,c7822fc2-276d-424b-8e77-a0f85e1bb1be,Botella,12.5,25,COCA COLA 2 LITROS PACK-2 UND,0,0,2021-10-15,2021-10-15,2021-10-15,null,1
